timestamp,close,high,low,trade_count,open,volume,vwap
2021-06-08 21:00:00+00:00,126.67,126.85,126.67,329,126.69,26147,126.785379
2021-06-08 21:15:00+00:00,126.74,126.74,126.68,245,126.73,114839,126.718953
2021-06-08 21:30:00+00:00,126.72,126.74,126.7,194,126.74,4166,126.724391
2021-06-08 21:45:00+00:00,126.66,126.7,126.65,242,126.7,11180,126.680073
2021-06-08 22:00:00+00:00,126.7,126.74,126.66,54,126.69,6428,126.715626
2021-06-08 22:15:00+00:00,126.71,126.72,126.69,110,126.72,20847,126.707195
2021-06-08 22:30:00+00:00,126.7,126.71,126.67,53,126.71,9516,126.700764
2021-06-08 22:45:00+00:00,126.73,126.74,126.68,91,126.7,12461,126.705825
2021-06-08 23:00:00+00:00,126.71,126.76,126.71,78,126.725,8845,126.739181
2021-06-08 23:15:00+00:00,126.76,126.76,126.72,80,126.72,7805,126.738041
2021-06-08 23:30:00+00:00,126.72,126.74,126.71,56,126.74,4774,126.733229
2021-06-08 23:45:00+00:00,126.64,126.74,126.64,204,126.74,20006,126.681562
2021-06-09 08:00:00+00:00,127.25,127.25,126.5,239,126.5,9484,126.895088
2021-06-09 08:15:00+00:00,126.96,127.2,126.96,96,127.2,4287,127.055814
2021-06-09 08:30:00+00:00,126.99,127.0,126.97,35,126.97,2970,126.996591
2021-06-09 08:45:00+00:00,126.97,126.97,126.97,16,126.97,383,126.97
2021-06-09 09:00:00+00:00,126.88,127.01,126.88,92,127.01,3339,126.99491
2021-06-09 09:15:00+00:00,126.91,126.91,126.91,7,126.91,253,126.91
2021-06-09 09:30:00+00:00,127.04,127.04,126.99,54,126.99,2098,127.003884
2021-06-09 09:45:00+00:00,126.96,127.0,126.96,63,126.97,2236,126.970552
2021-06-09 10:00:00+00:00,127.0,127.0,127.0,35,127.0,1059,127.0
2021-06-09 10:15:00+00:00,126.83,127.03,126.83,133,127.03,5101,126.900166
2021-06-09 10:30:00+00:00,126.95,126.95,126.82,28,126.82,1034,126.850659
2021-06-09 10:45:00+00:00,127.1,127.11,126.98,24,126.98,820,127.035808
2021-06-09 11:00:00+00:00,127.13,127.2,127.0,353,127.1,21631,127.110992
2021-06-09 11:15:00+00:00,127.19,127.26,127.11,272,127.12,18622,127.170241
2021-06-09 11:30:00+00:00,127.11,127.17,126.95,490,127.17,36686,127.043644
2021-06-09 11:45:00+00:00,127.09,127.13,127.04,309,127.11,26620,127.079906
2021-06-09 12:00:00+00:00,126.99,127.26,126.424,1049,127.19,147196,127.054462
2021-06-09 12:15:00+00:00,126.88,127.01,126.8,635,127.0,81756,126.883892
2021-06-09 12:30:00+00:00,127.17,127.24,126.84,992,126.86,97983,127.084169
2021-06-09 12:45:00+00:00,127.16,127.1701,127.08,482,127.17,30295,127.144779
2021-06-09 13:00:00+00:00,127.2,127.22,127.1201,1209,127.16,67733,127.173275
2021-06-09 13:15:00+00:00,127.18,127.24,126.85,1453,127.19,73457,127.072889
2021-06-09 13:30:00+00:00,127.105,127.75,126.811,40467,127.18,5716085,127.19854
2021-06-09 13:45:00+00:00,126.9,127.4,126.64,32411,127.1,4050242,127.012768
2021-06-09 14:00:00+00:00,126.745,126.97,126.52,22551,126.9,2671350,126.712212
2021-06-09 14:15:00+00:00,127.099,127.11,126.6,18991,126.74,2347753,126.841298
2021-06-09 14:30:00+00:00,127.1899,127.2,126.8,16199,127.1,2162970,126.975583
2021-06-09 14:45:00+00:00,127.2,127.295,126.91,16027,127.185,2095406,127.124492
2021-06-09 15:00:00+00:00,127.11,127.32,127.0601,12821,127.1978,1553333,127.21155
2021-06-09 15:15:00+00:00,127.12,127.34,127.065,12697,127.1099,1749528,127.209989
2021-06-09 15:30:00+00:00,127.085,127.15,127.0,11180,127.118,1369041,127.076783
2021-06-09 15:45:00+00:00,126.95,127.11,126.8203,11931,127.085,1448850,126.98297
2021-06-09 16:00:00+00:00,127.0599,127.0702,126.8999,9497,126.94,1097318,126.968849
2021-06-09 16:15:00+00:00,127.125,127.15,126.99,8917,127.05,1092827,127.078655
2021-06-09 16:30:00+00:00,127.215,127.2368,127.105,9446,127.13,1232394,127.18031
2021-06-09 16:45:00+00:00,127.1488,127.22,127.1,7324,127.2177,797084,127.157351
2021-06-09 17:00:00+00:00,127.135,127.2399,127.13,7332,127.15,823907,127.192302
2021-06-09 17:15:00+00:00,127.22,127.28,127.11,8320,127.135,900335,127.211603
2021-06-09 17:30:00+00:00,127.0701,127.26,127.06,8903,127.215,1002674,127.161692
2021-06-09 17:45:00+00:00,127.12,127.19,127.08,7120,127.08,898282,127.13794
2021-06-09 18:00:00+00:00,127.13,127.25,127.07,8248,127.13,930034,127.150729
2021-06-09 18:15:00+00:00,127.2399,127.24,127.1,8189,127.13,899873,127.175001
2021-06-09 18:30:00+00:00,127.225,127.3,127.17,9190,127.2388,1146965,127.235162
2021-06-09 18:45:00+00:00,127.16,127.29,127.14,10498,127.23,1348122,127.209451
2021-06-09 19:00:00+00:00,127.175,127.23,127.11,9814,127.155,1056738,127.170829
2021-06-09 19:15:00+00:00,126.925,127.24,126.925,12894,127.18,1629691,127.104431
2021-06-09 19:30:00+00:00,126.78,127.04,126.775,15985,126.93,3164605,126.927046
2021-06-09 19:45:00+00:00,127.16,127.205,126.74,32070,126.78,4458572,127.039031
2021-06-09 20:00:00+00:00,127.09,127.13,127.07,709,127.13,14659986,127.129928
2021-06-09 20:15:00+00:00,127.05,127.13,127.02,534,127.1,33802,127.059245
2021-06-09 20:30:00+00:00,127.0,127.05,126.95,398,127.04,37652,127.008172
2021-06-09 20:45:00+00:00,126.97,127.05,126.95,295,127.0,943010,126.999861
2021-06-09 21:00:00+00:00,126.9,127.13,126.88,354,126.97,38238,126.981792
2021-06-09 21:15:00+00:00,126.91,126.95,126.9,248,126.95,193349,126.934675
2021-06-09 21:30:00+00:00,126.94,126.96,126.92,262,126.92,7959,126.934833
2021-06-09 21:45:00+00:00,126.95,127.13,126.92,193,126.92,9627,127.057236
2021-06-09 22:00:00+00:00,127.005,127.04,126.94,103,126.9401,9662,126.983104
2021-06-09 22:15:00+00:00,127.05,127.06,127.0,62,127.03,6768,127.042287
2021-06-09 22:30:00+00:00,127.05,127.13,127.04,65,127.05,33263,127.121475
2021-06-09 22:45:00+00:00,127.05,127.08,127.04,82,127.06,16892,127.057132
2021-06-09 23:00:00+00:00,127.01,127.05,127.0,36,127.04,3384,127.027059
2021-06-09 23:15:00+00:00,127.03,127.03,126.96,65,127.01,6724,126.9937
2021-06-09 23:30:00+00:00,127.03,127.08,127.0,86,127.02,8204,127.041502
2021-06-09 23:45:00+00:00,126.98,127.04,126.98,127,127.01,12145,127.010015
2021-06-10 08:00:00+00:00,126.79,126.92,126.7,165,126.82,14322,126.796678
2021-06-10 08:15:00+00:00,126.4,126.78,126.36,125,126.78,5127,126.56156
2021-06-10 08:30:00+00:00,126.53,126.53,126.38,85,126.38,6998,126.490148
2021-06-10 08:45:00+00:00,126.5,126.5,126.46,51,126.5,1771,126.489877
2021-06-10 09:00:00+00:00,126.64,126.64,126.51,62,126.51,5121,126.570566
2021-06-10 09:15:00+00:00,126.6,126.6,126.59,41,126.59,2882,126.599576
2021-06-10 09:30:00+00:00,126.62,126.62,126.6,28,126.6,1167,126.613512
2021-06-10 09:45:00+00:00,126.57,126.62,126.47,108,126.62,3840,126.55521
2021-06-10 10:00:00+00:00,126.6,126.6,126.6,13,126.6,494,126.6
2021-06-10 10:15:00+00:00,126.65,126.69,126.65,23,126.66,1431,126.665156
2021-06-10 10:30:00+00:00,126.61,126.61,126.61,18,126.61,648,126.61
2021-06-10 10:45:00+00:00,126.55,126.55,126.55,16,126.55,709,126.55
2021-06-10 11:00:00+00:00,126.74,126.75,126.51,389,126.62,24583,126.621678
2021-06-10 11:15:00+00:00,126.69,126.84,126.63,348,126.75,19140,126.773397
2021-06-10 11:30:00+00:00,126.57,126.71,126.42,674,126.71,45185,126.54338
2021-06-10 11:45:00+00:00,126.73,127.0,126.59,590,126.59,51692,126.78509
2021-06-10 12:00:00+00:00,126.74,126.98,126.45,925,126.5801,114484,126.701143
2021-06-10 12:15:00+00:00,126.75,126.9,126.68,543,126.72,51605,126.773232
2021-06-10 12:30:00+00:00,126.8,127.0,126.22,3641,126.75,360424,126.661416
2021-06-10 12:45:00+00:00,127.26,127.38,126.7,1512,126.8,139929,126.908077
2021-06-10 13:00:00+00:00,127.33,127.5,127.13,1998,127.26,141041,127.358026
2021-06-10 13:15:00+00:00,127.03,127.32,126.61,1817,127.32,248508,127.178285
2021-06-10 13:30:00+00:00,127.5222,127.61,126.62,49000,127.02,6910412,127.164023
2021-06-10 13:45:00+00:00,127.92,128.19,127.52,38439,127.53,4986205,127.938595
2021-06-10 14:00:00+00:00,127.576,128.015,127.515,24180,127.92,3106333,127.750584
2021-06-10 14:15:00+00:00,127.46,127.7,127.34,19217,127.58,2390977,127.497682
2021-06-10 14:30:00+00:00,127.0112,127.59,127.01,19341,127.47,2839836,127.296725
2021-06-10 14:45:00+00:00,126.48,127.02,126.115,35138,127.015,4827139,126.53799
2021-06-10 15:00:00+00:00,126.46,126.49,126.19,20405,126.475,2811650,126.345801
2021-06-10 15:15:00+00:00,126.62,126.685,126.358,15332,126.46,1947707,126.50166
2021-06-10 15:30:00+00:00,126.51,126.69,126.4,15029,126.63,1855868,126.585892
2021-06-10 15:45:00+00:00,126.59,126.64,126.47,10731,126.51,1262317,126.569437
2021-06-10 16:00:00+00:00,126.7,126.825,126.59,12807,126.5901,1560792,126.716476
2021-06-10 16:15:00+00:00,126.46,126.73,126.45,10470,126.705,1165910,126.573798
2021-06-10 16:30:00+00:00,126.6625,126.69,126.42,9996,126.46,1329120,126.518423
2021-06-10 16:45:00+00:00,126.59,126.7,126.59,8360,126.665,913149,126.652662
2021-06-10 17:00:00+00:00,126.5499,126.63,126.49,9102,126.59,1053645,126.560011
2021-06-10 17:15:00+00:00,126.455,126.6,126.41,9389,126.545,1141771,126.515086
2021-06-10 17:30:00+00:00,126.375,126.47,126.28,12090,126.455,1677289,126.362684
2021-06-10 17:45:00+00:00,126.3535,126.42,126.24,12198,126.3701,1570054,126.306657
2021-06-10 18:00:00+00:00,126.3172,126.39,126.215,11269,126.3576,1371483,126.310488
2021-06-10 18:15:00+00:00,126.13,126.335,126.11,11682,126.31,1470418,126.209145
2021-06-10 18:30:00+00:00,126.08,126.16,125.96,17278,126.13,2117841,126.068264
2021-06-10 18:45:00+00:00,126.34,126.355,126.0221,12921,126.075,1958144,126.24884
2021-06-10 19:00:00+00:00,126.325,126.41,126.13,13919,126.335,1942938,126.278575
2021-06-10 19:15:00+00:00,126.285,126.39,126.185,15363,126.32,2051892,126.264229
2021-06-10 19:30:00+00:00,126.135,126.35,126.05,19712,126.28,2816480,126.158831
2021-06-10 19:45:00+00:00,126.11,126.34,125.94,44975,126.13,7068702,126.117639
2021-06-10 20:00:00+00:00,126.08,126.11,126.02,1003,126.11,10796529,126.109753
2021-06-10 20:15:00+00:00,126.08,126.1,126.06,681,126.07,40275,126.085733
2021-06-10 20:30:00+00:00,126.11,126.15,126.07,935,126.08,69630,126.106921
2021-06-10 20:45:00+00:00,126.26,126.36,126.07,791,126.12,87538,126.236289
2021-06-10 21:00:00+00:00,126.18,126.24,126.16,391,126.24,252650,126.21189
2021-06-10 21:15:00+00:00,126.21,126.24,126.18,325,126.18,15372,126.199551
2021-06-10 21:30:00+00:00,126.24,126.24,126.2,272,126.22,8889,126.22862
2021-06-10 21:45:00+00:00,126.27,126.28,126.22,425,126.22,20193,126.266456
2021-06-10 22:00:00+00:00,126.31,126.32,126.22,164,126.26,21697,126.281848
2021-06-10 22:15:00+00:00,126.29,126.3,126.28,87,126.29,7493,126.291449
2021-06-10 22:30:00+00:00,126.2501,126.3,126.25,120,126.28,16846,126.267422
2021-06-10 22:45:00+00:00,126.27,126.29,126.25,58,126.25,10149,126.260784
2021-06-10 23:00:00+00:00,126.23,126.28,126.23,110,126.28,14356,126.26306
2021-06-10 23:15:00+00:00,126.25,126.25,126.21,108,126.23,20399,126.238919
2021-06-10 23:30:00+00:00,126.21,126.26,126.21,74,126.25,9904,126.24359
2021-06-10 23:45:00+00:00,126.2801,126.3,126.21,168,126.25,22105,126.263908
2021-06-11 08:00:00+00:00,126.4,126.59,126.33,191,126.33,6511,126.441383
2021-06-11 08:15:00+00:00,126.4,126.5,126.4,123,126.42,4485,126.433404
2021-06-11 08:30:00+00:00,126.51,126.51,126.34,37,126.34,1400,126.446335
2021-06-11 08:45:00+00:00,126.56,126.59,126.56,16,126.56,1030,126.563363
2021-06-11 09:00:00+00:00,126.58,126.58,126.54,40,126.54,1475,126.547843
2021-06-11 09:15:00+00:00,126.44,126.53,126.43,66,126.5,3279,126.45905
2021-06-11 09:30:00+00:00,126.45,126.49,126.44,43,126.48,2126,126.46832
2021-06-11 09:45:00+00:00,126.47,126.47,126.47,8,126.47,158,126.47
2021-06-11 10:00:00+00:00,126.39,126.46,126.39,64,126.46,5132,126.43418
2021-06-11 10:15:00+00:00,126.4,126.4,126.36,17,126.37,1473,126.389524
2021-06-11 10:30:00+00:00,126.58,126.62,126.39,87,126.39,5898,126.483475
2021-06-11 10:45:00+00:00,126.68,126.68,126.58,55,126.58,2054,126.648889
2021-06-11 11:00:00+00:00,126.75,126.75,126.59,458,126.69,49789,126.654292
2021-06-11 11:15:00+00:00,126.58,126.72,126.54,483,126.72,58573,126.621424
2021-06-11 11:30:00+00:00,126.68,126.75,126.5,613,126.6,50772,126.637865
2021-06-11 11:45:00+00:00,126.6,126.71,126.57,294,126.68,24623,126.61623
2021-06-11 12:00:00+00:00,126.6,126.74,126.425,1122,126.59,195653,126.616227
2021-06-11 12:15:00+00:00,126.6,126.6699,126.57,423,126.58,34989,126.605972
2021-06-11 12:30:00+00:00,126.48,126.62,126.47,679,126.6,64146,126.556397
2021-06-11 12:45:00+00:00,126.5499,126.63,126.5,829,126.51,77592,126.550591
2021-06-11 13:00:00+00:00,126.57,126.62,126.52,1079,126.55,65846,126.565951
2021-06-11 13:15:00+00:00,126.48,126.63,126.46,1504,126.57,148118,126.558871
2021-06-11 13:30:00+00:00,126.88,126.99,126.1,39747,126.53,6262232,126.497781
2021-06-11 13:45:00+00:00,126.9033,127.12,126.7,30005,126.875,4586637,126.95074
2021-06-11 14:00:00+00:00,127.18,127.275,126.9,23441,126.9,3248074,127.093974
2021-06-11 14:15:00+00:00,127.12,127.22,126.93,16040,127.185,1944926,127.056801
2021-06-11 14:30:00+00:00,126.831,127.17,126.76,15285,127.115,1812055,126.922798
2021-06-11 14:45:00+00:00,126.7092,126.91,126.58,16498,126.835,2062429,126.757211
2021-06-11 15:00:00+00:00,126.615,126.74,126.515,11703,126.7,1563366,126.609733
2021-06-11 15:15:00+00:00,126.975,126.9868,126.57,11590,126.61,1626524,126.808593
2021-06-11 15:30:00+00:00,127.09,127.09,126.95,11411,126.975,1469189,127.013517
2021-06-11 15:45:00+00:00,127.08,127.165,126.99,10398,127.085,1475479,127.073935
2021-06-11 16:00:00+00:00,127.18,127.2,127.01,9117,127.0701,1236878,127.107223
2021-06-11 16:15:00+00:00,127.1,127.255,127.02,10695,127.1896,1493937,127.162346
2021-06-11 16:30:00+00:00,126.965,127.145,126.9301,8286,127.1079,1113797,127.018054
2021-06-11 16:45:00+00:00,127.0619,127.09,126.91,7878,126.97,1112857,126.993811
2021-06-11 17:00:00+00:00,127.0479,127.0882,126.91,7245,127.07,906951,127.009652
2021-06-11 17:15:00+00:00,127.17,127.21,127.01,8011,127.04,1127503,127.116651
2021-06-11 17:30:00+00:00,127.275,127.35,127.16,9342,127.18,1285570,127.269811
2021-06-11 17:45:00+00:00,127.3348,127.41,127.27,7616,127.275,960212,127.336806
2021-06-11 18:00:00+00:00,127.205,127.44,127.19,8133,127.34,1192253,127.329915
2021-06-11 18:15:00+00:00,127.3118,127.34,127.2,7822,127.205,1028720,127.255332
2021-06-11 18:30:00+00:00,127.4103,127.42,127.25,7630,127.315,974816,127.346708
2021-06-11 18:45:00+00:00,127.375,127.4116,127.2725,7588,127.4101,916507,127.338414
2021-06-11 19:00:00+00:00,127.105,127.3784,127.1,9684,127.37,1304295,127.217273
2021-06-11 19:15:00+00:00,127.15,127.1899,127.06,9613,127.11,1248212,127.132035
2021-06-11 19:30:00+00:00,127.155,127.1599,127.04,11675,127.15,1521854,127.109835
2021-06-11 19:45:00+00:00,127.3521,127.36,127.09,23946,127.155,3550873,127.211575
2021-06-11 20:00:00+00:00,127.35,127.4,127.26,879,127.35,10142417,127.349944
2021-06-11 20:15:00+00:00,127.31,127.39,127.3,484,127.35,143461,127.346729
2021-06-11 20:30:00+00:00,127.31,127.35,127.3,411,127.33,10942,127.320137
2021-06-11 20:45:00+00:00,127.24,127.32,127.2,465,127.32,29352,127.244495
2021-06-11 21:00:00+00:00,127.23,127.28,127.2,304,127.22,486297,127.233363
2021-06-11 21:15:00+00:00,127.24,127.28,127.23,270,127.23,17306,127.255695
2021-06-11 21:30:00+00:00,127.28,127.28,127.25,126,127.25,3762,127.269175
2021-06-11 21:45:00+00:00,127.26,127.27,127.23,221,127.27,11177,127.253429
2021-06-14 08:00:00+00:00,127.7,127.75,127.4,249,127.4,10524,127.678381
2021-06-14 08:15:00+00:00,127.5,127.67,127.5,130,127.67,5430,127.587985
2021-06-14 08:30:00+00:00,127.57,127.59,127.5,53,127.5,2285,127.539712
2021-06-14 08:45:00+00:00,127.6,127.61,127.6,95,127.6,2867,127.600645
2021-06-14 09:00:00+00:00,127.68,127.7,127.6,73,127.6,3703,127.651342
2021-06-14 09:30:00+00:00,127.66,127.72,127.66,51,127.68,1460,127.685485
2021-06-14 09:45:00+00:00,127.65,127.66,127.65,47,127.66,3039,127.651536
2021-06-14 10:15:00+00:00,127.84,127.86,127.65,175,127.65,8277,127.731484
2021-06-14 10:30:00+00:00,127.9,127.9,127.78,144,127.79,4222,127.839958
2021-06-14 10:45:00+00:00,127.94,127.99,127.84,154,127.93,5121,127.910727
2021-06-14 11:00:00+00:00,128.04,128.19,127.76,1197,127.87,89386,127.980464
2021-06-14 11:15:00+00:00,127.9,128.08,127.86,532,128.02,47444,128.00583
2021-06-14 11:30:00+00:00,127.77,127.9,127.77,423,127.9,32053,127.823062
2021-06-14 11:45:00+00:00,127.81,127.82,127.75,252,127.8,14040,127.789149
2021-06-14 12:00:00+00:00,127.77,128.0799,127.74,1234,127.8399,146483,127.888941
2021-06-14 12:15:00+00:00,127.75,127.85,127.75,430,127.77,28039,127.80374
2021-06-14 12:30:00+00:00,127.75,127.82,127.75,600,127.78,43859,127.773386
2021-06-14 12:45:00+00:00,127.66,127.75,127.56,1017,127.75,70693,127.649537
2021-06-14 13:00:00+00:00,127.66,127.68,127.645,1091,127.645,55146,127.661506
2021-06-14 13:15:00+00:00,127.8,128.0,127.43,2232,127.66,142804,127.697679
2021-06-14 13:30:00+00:00,128.3399,128.35,127.07,54537,127.82,7936760,127.666206
2021-06-14 13:45:00+00:00,129.12,129.34,128.33,51301,128.33,7000443,128.854497
2021-06-14 14:00:00+00:00,128.7299,129.17,128.47,27428,129.12,3519831,128.726213
2021-06-14 14:15:00+00:00,129.1441,129.1599,128.7,24264,128.72,3170203,128.953608
2021-06-14 14:30:00+00:00,129.1721,129.21,128.75,21704,129.145,2780833,129.031192
2021-06-14 14:45:00+00:00,129.58,129.6,129.14,24704,129.18,3522491,129.416678
2021-06-14 15:00:00+00:00,129.515,129.73,129.25,21953,129.5724,2894415,129.46865
2021-06-14 15:15:00+00:00,129.69,129.78,129.44,19441,129.51,2527203,129.635047
2021-06-14 15:30:00+00:00,129.4927,129.88,129.4722,19691,129.69,2490569,129.661142
2021-06-14 15:45:00+00:00,129.4799,129.505,129.35,12550,129.4946,1455041,129.423515
2021-06-14 16:00:00+00:00,129.42,129.53,129.35,14332,129.475,1827596,129.434647
2021-06-14 16:15:00+00:00,129.48,129.529,129.385,11209,129.4288,1376563,129.454039
2021-06-14 16:30:00+00:00,129.29,129.5,129.2721,12192,129.4757,1545324,129.37363
2021-06-14 16:45:00+00:00,129.565,129.59,129.2626,14885,129.29,2203469,129.40876
2021-06-14 17:00:00+00:00,129.935,129.96,129.525,15469,129.565,2191962,129.779266
2021-06-14 17:15:00+00:00,129.925,129.94,129.7633,12713,129.935,1618536,129.858748
2021-06-14 17:30:00+00:00,129.92,129.96,129.85,10461,129.9201,1264481,129.905249
2021-06-14 17:45:00+00:00,129.9191,130.0,129.86,14355,129.9284,1731493,129.944572
2021-06-14 18:00:00+00:00,129.9999,130.0,129.81,13634,129.915,1741814,129.904536
2021-06-14 18:15:00+00:00,130.1001,130.225,129.97,25849,129.995,3335743,130.089269
2021-06-14 18:30:00+00:00,130.305,130.4,130.09,15247,130.105,2035545,130.265521
2021-06-14 18:45:00+00:00,130.075,130.3157,130.0,13687,130.3071,1823249,130.110057
2021-06-14 19:00:00+00:00,129.86,130.115,129.83,14346,130.07,1862930,129.96638
2021-06-14 19:15:00+00:00,130.06,130.06,129.74,15755,129.87,2182835,129.870377
2021-06-14 19:30:00+00:00,129.975,130.08,129.795,18081,130.06,2893678,129.933948
2021-06-14 19:45:00+00:00,130.49,130.49,129.91,44510,129.975,7029832,130.205297
2021-06-14 20:00:00+00:00,130.34,130.54,130.21,1476,130.485,33715113,130.479608
2021-06-14 20:15:00+00:00,130.43,130.48,130.31,931,130.34,281705,130.445935
2021-06-14 20:30:00+00:00,130.4,130.45,130.34,1330,130.43,35300,130.413908
2021-06-14 20:45:00+00:00,130.38,130.41,130.36,567,130.4,2007916,130.389106
2021-06-14 21:00:00+00:00,130.39,130.41,130.37,438,130.39,13686,130.391302
2021-06-14 21:15:00+00:00,130.23,130.48,130.17,510,130.39,68780,130.344645
2021-06-14 21:30:00+00:00,130.25,130.3,130.22,489,130.25,13828,130.258887
2021-06-14 21:45:00+00:00,130.28,130.3,130.23,473,130.25,26923,130.258926
2021-06-14 22:00:00+00:00,130.2999,130.2999,130.22,121,130.28,10519,130.255962
2021-06-14 22:15:00+00:00,130.22,130.28,130.22,123,130.28,9582,130.255059
2021-06-14 22:30:00+00:00,130.3,130.35,130.21,149,130.21,15970,130.288155
2021-06-14 22:45:00+00:00,130.28,130.34,130.25,121,130.34,15433,130.268382
2021-06-14 23:00:00+00:00,130.33,130.33,130.22,110,130.28,14959,130.281366
2021-06-14 23:15:00+00:00,130.25,130.34,130.24,83,130.3,11339,130.288316
2021-06-14 23:30:00+00:00,130.23,130.27,130.21,150,130.26,16399,130.244032
2021-06-14 23:45:00+00:00,130.2,130.27,130.18,305,130.23,35142,130.220638
2021-06-15 08:00:00+00:00,130.73,130.75,130.53,436,130.53,20535,130.695184
2021-06-15 08:15:00+00:00,130.62,130.75,130.62,105,130.7,3759,130.723295
2021-06-15 08:30:00+00:00,130.62,130.62,130.6,82,130.6,1271,130.603361
2021-06-15 09:00:00+00:00,130.65,130.66,130.56,83,130.56,4399,130.618805
2021-06-15 09:15:00+00:00,130.6,130.65,130.6,83,130.61,4181,130.621244
2021-06-15 09:30:00+00:00,130.59,130.6,130.57,68,130.6,2755,130.591235
